Jahr;Monat;Jahr und Monat;Geschlecht;Altersgruppe;Anzahl Verstorbene;Mittlere Bevölkerung;Rohe Sterbeziffer pro 1000 Einwohner;Erwartete Anzahl Verstorbene;Mittlere Referenzbevölkerung;Standardisierte Sterberate
2013;9;2013-09-01;Alle;85-89;29;4451;6.515;28;4338;6.515
2014;5;2014-05-01;Alle;85-89;33;4539;7.271;32;4338;7.271
2014;9;2014-09-01;Alle;85-89;42;4533;9.265;40;4338;9.265
2014;10;2014-10-01;Alle;85-89;37;4524;8.18;35;4338;8.18
2014;12;2014-12-01;Alle;85-89;37;4505;8.213;36;4338;8.213
2015;1;2015-01-01;Alle;85-89;35;4512;7.757;34;4338;7.757
2015;2;2015-02-01;Alle;85-89;65;4501;14.443;63;4338;14.443
2015;4;2015-04-01;Alle;85-89;32;4489;7.129;31;4338;7.129
2015;7;2015-07-01;Alle;85-89;45;4513;9.972;43;4338;9.972
2015;9;2015-09-01;Alle;85-89;41;4526;9.06;39;4338;9.06
2015;10;2015-10-01;Alle;85-89;35;4543;7.705;33;4338;7.705
2015;11;2015-11-01;Alle;85-89;30;4561;6.578;29;4338;6.578
2016;2;2016-02-01;Alle;85-89;32;4565;7.01;30;4338;7.01
2016;4;2016-04-01;Alle;85-89;25;4587;5.45;24;4338;5.45
2016;5;2016-05-01;Alle;85-89;35;4599;7.61;33;4338;7.61
2016;6;2016-06-01;Alle;85-89;41;4600;8.914;39;4338;8.914
2016;12;2016-12-01;Alle;85-89;44;4603;9.559;41;4338;9.559
2017;11;2017-11-01;Alle;85-89;48;4619;10.392;45;4338;10.392
2018;3;2018-03-01;Alle;85-89;43;4551;9.448;41;4338;9.448
2018;5;2018-05-01;Alle;85-89;32;4518;7.083;31;4338;7.083
2018;9;2018-09-01;Alle;85-89;35;4480;7.813;34;4338;7.813
2018;10;2018-10-01;Alle;85-89;39;4477;8.712;38;4338;8.712
2018;12;2018-12-01;Alle;85-89;51;4428;11.518;50;4338;11.518
2019;7;2019-07-01;Alle;85-89;43;4366;9.849;43;4338;9.849
2020;4;2020-04-01;Alle;85-89;41;4299;9.537;41;4338;9.537
2020;5;2020-05-01;Alle;85-89;33;4300;7.674;33;4338;7.674
2020;7;2020-07-01;Alle;85-89;37;4317;8.572;37;4338;8.572
2020;9;2020-09-01;Alle;85-89;23;4345;5.294;23;4338;5.294
2021;1;2021-01-01;Alle;85-89;41;4288;9.562;41;4338;9.562
2021;3;2021-03-01;Alle;85-89;36;4273;8.425;37;4338;8.425
2021;4;2021-04-01;Alle;85-89;29;4269;6.793;29;4338;6.793
2021;9;2021-09-01;Alle;85-89;31;4234;7.322;32;4338;7.322
2021;10;2021-10-01;Alle;85-89;26;4237;6.136;27;4338;6.136
2021;12;2021-12-01;Alle;85-89;50;4221;11.846;51;4338;11.846
2022;4;2022-04-01;Alle;85-89;38;4230;8.983;39;4338;8.983
2022;7;2022-07-01;Alle;85-89;37;4249;8.709;38;4338;8.709
2022;8;2022-08-01;Alle;85-89;32;4230;7.566;33;4338;7.566
2022;10;2022-10-01;Alle;85-89;41;4211;9.738;42;4338;9.738
2023;4;2023-04-01;Alle;85-89;35;4207;8.32;36;4338;8.32
2023;5;2023-05-01;Alle;85-89;26;4225;6.155;27;4338;6.155
2023;6;2023-06-01;Alle;85-89;33;4241;7.782;34;4338;7.782
2023;7;2023-07-01;Alle;85-89;23;4248;5.415;23;4338;5.415
2023;8;2023-08-01;Alle;85-89;36;4243;8.485;37;4338;8.485
2023;11;2023-11-01;Alle;85-89;37;4236;8.736;38;4338;8.736
2024;2;2024-02-01;Alle;85-89;30;4234;7.085;31;4338;7.085
2024;4;2024-04-01;Alle;85-89;31;4238;7.316;32;4338;7.316
2024;6;2024-06-01;Alle;85-89;21;4227;4.969;22;4338;4.969
2024;9;2024-09-01;Alle;85-89;41;4219;9.719;42;4338;9.719
2024;10;2024-10-01;Alle;85-89;36;4203;8.565;37;4338;8.565
2024;11;2024-11-01;Alle;85-89;37;4200;8.81;38;4338;8.81
2024;12;2024-12-01;Alle;85-89;47;4192;11.213;49;4338;11.213
2025;6;2025-06-01;Alle;85-89;29;4224;6.866;30;4338;6.866
2025;8;2025-08-01;Alle;85-89;26;4195;6.198;27;4338;6.198
2012;2;2012-02-01;Alle;90-94;26;1887;13.782;26;1874;13.782
2012;5;2012-05-01;Alle;90-94;34;1925;17.667;33;1874;17.667
2012;6;2012-06-01;Alle;90-94;22;1941;11.337;21;1874;11.337
2012;8;2012-08-01;Alle;90-94;30;1972;15.217;29;1874;15.217
2012;10;2012-10-01;Alle;90-94;42;1977;21.244;40;1874;21.244
2013;1;2013-01-01;Alle;90-94;24;1998;12.012;23;1874;12.012
2014;1;2014-01-01;Alle;90-94;36;2095;17.188;32;1874;17.188
2014;2;2014-02-01;Alle;90-94;33;2098;15.733;29;1874;15.733
2014;4;2014-04-01;Alle;90-94;28;2130;13.146;25;1874;13.146
2014;8;2014-08-01;Alle;90-94;23;2208;10.417;20;1874;10.417
2014;9;2014-09-01;Alle;90-94;35;2219;15.773;30;1874;15.773
2015;1;2015-01-01;Alle;90-94;38;2205;17.237;32;1874;17.237
2015;5;2015-05-01;Alle;90-94;34;2198;15.469;29;1874;15.469
2015;8;2015-08-01;Alle;90-94;28;2202;12.716;24;1874;12.716
2015;9;2015-09-01;Alle;90-94;23;2207;10.421;20;1874;10.421
2015;11;2015-11-01;Alle;90-94;21;2197;9.558;18;1874;9.558
2016;1;2016-01-01;Alle;90-94;28;2198;12.742;24;1874;12.742
2016;3;2016-03-01;Alle;90-94;33;2213;14.912;28;1874;14.912
2016;4;2016-04-01;Alle;90-94;36;2210;16.29;31;1874;16.29
2017;1;2017-01-01;Alle;90-94;44;2203;19.977;37;1874;19.977
2017;4;2017-04-01;Alle;90-94;22;2191;10.041;19;1874;10.041
2017;10;2017-10-01;Alle;90-94;34;2212;15.374;29;1874;15.374
2017;11;2017-11-01;Alle;90-94;35;2205;15.877;30;1874;15.877
2017;12;2017-12-01;Alle;90-94;34;2206;15.413;29;1874;15.413
2018;6;2018-06-01;Alle;90-94;28;2223;12.596;24;1874;12.596
2018;10;2018-10-01;Alle;90-94;31;2254;13.753;26;1874;13.753
2018;11;2018-11-01;Alle;90-94;34;2264;15.018;28;1874;15.018
2019;5;2019-05-01;Alle;90-94;29;2288;12.678;24;1874;12.678
2019;10;2019-10-01;Alle;90-94;36;2305;15.618;29;1874;15.618
2020;1;2020-01-01;Alle;90-94;46;2276;20.211;38;1874;20.211
2020;5;2020-05-01;Alle;90-94;21;2274;9.237;17;1874;9.237
2020;9;2020-09-01;Alle;90-94;24;2299;10.442;20;1874;10.442
2020;11;2020-11-01;Alle;90-94;37;2319;15.955;30;1874;15.955
2021;1;2021-01-01;Alle;90-94;55;2284;24.086;45;1874;24.086
2021;10;2021-10-01;Alle;90-94;37;2327;15.904;30;1874;15.904
2022;1;2022-01-01;Alle;90-94;48;2307;20.806;39;1874;20.806
2022;3;2022-03-01;Alle;90-94;27;2320;11.64;22;1874;11.64
2022;9;2022-09-01;Alle;90-94;37;2335;15.846;30;1874;15.846
2022;10;2022-10-01;Alle;90-94;26;2331;11.156;21;1874;11.156
2023;2;2023-02-01;Alle;90-94;35;2312;15.142;28;1874;15.142
2023;7;2023-07-01;Alle;90-94;36;2266;15.887;30;1874;15.887
2023;11;2023-11-01;Alle;90-94;36;2267;15.88;30;1874;15.88
2023;12;2023-12-01;Alle;90-94;39;2256;17.287;32;1874;17.287
2024;11;2024-11-01;Alle;90-94;29;2257;12.849;24;1874;12.849
2025;1;2025-01-01;Alle;90-94;44;2242;19.63;37;1874;19.63
2025;5;2025-05-01;Alle;90-94;30;2228;13.465;25;1874;13.465
2025;8;2025-08-01;Alle;90-94;27;2248;12.011;23;1874;12.011
2012;6;2012-06-01;Alle;95-99;11;536;20.542;11;551;20.542
2012;7;2012-07-01;Alle;95-99;13;531;24.482;13;551;24.482
2012;10;2012-10-01;Alle;95-99;17;522;32.598;18;551;32.598
2012;11;2012-11-01;Alle;95-99;11;519;21.215;12;551;21.215
2013;2;2013-02-01;Alle;95-99;8;504;15.873;9;551;15.873
2013;6;2013-06-01;Alle;95-99;14;491;28.513;16;551;28.513
2013;8;2013-08-01;Alle;95-99;12;481;24.974;14;551;24.974
2013;9;2013-09-01;Alle;95-99;11;475;23.158;13;551;23.158
2014;6;2014-06-01;Alle;95-99;4;459;8.715;5;551;8.715
2014;9;2014-09-01;Alle;95-99;14;464;30.205;17;551;30.205
2014;12;2014-12-01;Alle;95-99;14;473;29.598;16;551;29.598
2015;5;2015-05-01;Alle;95-99;16;491;32.62;18;551;32.62
2015;8;2015-08-01;Alle;95-99;13;498;26.131;14;551;26.131
2015;9;2015-09-01;Alle;95-99;8;499;16.032;9;551;16.032
2015;10;2015-10-01;Alle;95-99;17;503;33.797;19;551;33.797
2015;11;2015-11-01;Alle;95-99;12;505;23.786;13;551;23.786
2015;12;2015-12-01;Alle;95-99;16;508;31.527;17;551;31.527
2016;1;2016-01-01;Alle;95-99;18;509;35.363;19;551;35.363
2016;2;2016-02-01;Alle;95-99;12;507;23.692;13;551;23.692
2016;3;2016-03-01;Alle;95-99;13;510;25.515;14;551;25.515
2016;4;2016-04-01;Alle;95-99;9;519;17.358;10;551;17.358
2016;5;2016-05-01;Alle;95-99;8;536;14.925;8;551;14.925
2016;8;2016-08-01;Alle;95-99;23;571;40.28;22;551;40.28
2017;2;2017-02-01;Alle;95-99;13;568;22.887;13;551;22.887
2017;3;2017-03-01;Alle;95-99;12;571;21.034;12;551;21.034
2017;4;2017-04-01;Alle;95-99;13;569;22.847;13;551;22.847
2017;11;2017-11-01;Alle;95-99;14;606;23.121;13;551;23.121
2017;12;2017-12-01;Alle;95-99;18;607;29.654;16;551;29.654
2018;5;2018-05-01;Alle;95-99;14;612;22.895;13;551;22.895
2018;8;2018-08-01;Alle;95-99;25;637;39.277;22;551;39.277
2018;12;2018-12-01;Alle;95-99;23;627;36.712;20;551;36.712
2019;10;2019-10-01;Alle;95-99;12;653;18.377;10;551;18.377
2019;11;2019-11-01;Alle;95-99;17;657;25.875;14;551;25.875
2020;4;2020-04-01;Alle;95-99;16;644;24.864;14;551;24.864
2020;6;2020-06-01;Alle;95-99;20;642;31.177;17;551;31.177
2020;11;2020-11-01;Alle;95-99;21;634;33.123;18;551;33.123
2021;5;2021-05-01;Alle;95-99;14;616;22.727;13;551;22.727
2021;6;2021-06-01;Alle;95-99;11;625;17.6;10;551;17.6
2021;10;2021-10-01;Alle;95-99;17;615;27.665;15;551;27.665
2021;12;2021-12-01;Alle;95-99;24;619;38.804;21;551;38.804
2022;3;2022-03-01;Alle;95-99;21;601;34.942;19;551;34.942
2022;4;2022-04-01;Alle;95-99;10;605;16.543;9;551;16.543
2022;6;2022-06-01;Alle;95-99;14;617;22.709;13;551;22.709
2022;8;2022-08-01;Alle;95-99;22;627;35.116;19;551;35.116
2022;11;2022-11-01;Alle;95-99;16;624;25.641;14;551;25.641
2023;1;2023-01-01;Alle;95-99;29;622;46.661;26;551;46.661
2023;2;2023-02-01;Alle;95-99;12;625;19.215;11;551;19.215
2023;5;2023-05-01;Alle;95-99;19;639;29.757;16;551;29.757
2023;7;2023-07-01;Alle;95-99;19;658;28.875;16;551;28.875
2024;1;2024-01-01;Alle;95-99;12;645;18.605;10;551;18.605
2024;3;2024-03-01;Alle;95-99;19;657;28.919;16;551;28.919
2024;8;2024-08-01;Alle;95-99;21;673;31.227;17;551;31.227
2024;12;2024-12-01;Alle;95-99;18;660;27.293;15;551;27.293
2025;2;2025-02-01;Alle;95-99;15;653;22.971;13;551;22.971
2025;4;2025-04-01;Alle;95-99;17;655;25.954;14;551;25.954
2025;8;2025-08-01;Alle;95-99;9;684;13.158;7;551;13.158
2025;9;2025-09-01;Alle;95-99;19;695;27.338;15;551;27.338
2025;10;2025-10-01;Alle;95-99;16;696;22.989;13;551;22.989
2012;6;2012-06-01;Alle;Alle;159;192857;0.824;158;192124;0.823
2013;1;2013-01-01;Alle;Alle;193;193582;0.997;191;192124;0.996
2013;6;2013-06-01;Alle;Alle;166;194548;0.853;164;192124;0.854
2013;7;2013-07-01;Alle;Alle;165;194680;0.848;163;192124;0.849
2013;8;2013-08-01;Alle;Alle;163;194912;0.836;160;192124;0.833
2013;10;2013-10-01;Alle;Alle;143;195617;0.731;141;192124;0.734
2013;12;2013-12-01;Alle;Alle;187;195477;0.957;183;192124;0.952
2014;1;2014-01-01;Alle;Alle;224;195514;1.146;220;192124;1.144
2014;2;2014-02-01;Alle;Alle;173;195580;0.885;170;192124;0.887
2014;5;2014-05-01;Alle;Alle;163;195873;0.832;160;192124;0.835
2014;6;2014-06-01;Alle;Alle;164;196052;0.837;159;192124;0.828
2014;9;2014-09-01;Alle;Alle;182;196329;0.927;178;192124;0.925
2014;10;2014-10-01;Alle;Alle;185;196630;0.941;181;192124;0.944
2014;12;2014-12-01;Alle;Alle;185;196632;0.941;180;192124;0.939
2015;1;2015-01-01;Alle;Alle;201;196528;1.023;198;192124;1.03
2015;5;2015-05-01;Alle;Alle;168;196929;0.853;165;192124;0.858
2015;10;2015-10-01;Alle;Alle;159;197451;0.805;156;192124;0.811
2015;12;2015-12-01;Alle;Alle;169;197432;0.856;165;192124;0.857
2016;1;2016-01-01;Alle;Alle;159;197330;0.806;155;192124;0.808
2016;4;2016-04-01;Alle;Alle;158;197846;0.799;153;192124;0.797
2016;6;2016-06-01;Alle;Alle;167;197778;0.844;162;192124;0.842
2016;12;2016-12-01;Alle;Alle;219;198366;1.104;212;192124;1.102
2017;3;2017-03-01;Alle;Alle;182;198379;0.917;173;192124;0.9
2017;6;2017-06-01;Alle;Alle;175;198363;0.882;168;192124;0.875
2017;7;2017-07-01;Alle;Alle;165;198278;0.832;160;192124;0.831
2017;11;2017-11-01;Alle;Alle;185;199178;0.929;177;192124;0.921
2017;12;2017-12-01;Alle;Alle;187;199103;0.939;179;192124;0.932
2018;2;2018-02-01;Alle;Alle;176;199301;0.883;168;192124;0.872
2018;5;2018-05-01;Alle;Alle;161;199838;0.806;153;192124;0.795
2018;9;2018-09-01;Alle;Alle;143;200083;0.715;138;192124;0.719
2018;11;2018-11-01;Alle;Alle;164;200597;0.818;156;192124;0.811
2018;12;2018-12-01;Alle;Alle;188;200434;0.938;180;192124;0.936
2019;4;2019-04-01;Alle;Alle;173;200272;0.864;167;192124;0.868
2019;6;2019-06-01;Alle;Alle;165;200145;0.824;158;192124;0.821
2019;7;2019-07-01;Alle;Alle;178;200177;0.889;169;192124;0.879
2019;9;2019-09-01;Alle;Alle;145;200430;0.723;138;192124;0.72
2019;11;2019-11-01;Alle;Alle;172;200482;0.858;165;192124;0.861
2020;5;2020-05-01;Alle;Alle;125;201561;0.62;121;192124;0.627
2020;12;2020-12-01;Alle;Alle;269;202047;1.331;256;192124;1.334
2021;4;2021-04-01;Alle;Alle;154;201883;0.763;146;192124;0.762
2021;9;2021-09-01;Alle;Alle;166;200867;0.826;159;192124;0.827
2021;11;2021-11-01;Alle;Alle;182;201656;0.903;172;192124;0.897
2022;9;2022-09-01;Alle;Alle;170;204043;0.833;162;192124;0.841
2023;2;2023-02-01;Alle;Alle;133;204898;0.649;126;192124;0.657
2023;4;2023-04-01;Alle;Alle;164;205325;0.799;155;192124;0.808
2023;10;2023-10-01;Alle;Alle;175;206198;0.849;166;192124;0.864
2023;11;2023-11-01;Alle;Alle;179;206438;0.867;168;192124;0.874
2024;3;2024-03-01;Alle;Alle;196;207002;0.947;185;192124;0.961
2024;4;2024-04-01;Alle;Alle;149;207085;0.72;142;192124;0.739
2024;11;2024-11-01;Alle;Alle;169;207667;0.814;161;192124;0.838
2024;12;2024-12-01;Alle;Alle;201;207584;0.968;191;192124;0.993
2025;1;2025-01-01;Alle;Alle;201;207648;0.968;189;192124;0.982
2025;2;2025-02-01;Alle;Alle;161;207894;0.774;152;192124;0.791
2025;7;2025-07-01;Alle;Alle;167;208920;0.799;157;192124;0.815
2015;5;2015-05-01;Alle;75-79;15;7317;2.05;15;7452;2.05
2015;7;2015-07-01;Alle;75-79;22;7240;3.039;23;7452;3.039
2015;8;2015-08-01;Alle;75-79;20;7205;2.776;21;7452;2.776
2016;3;2016-03-01;Alle;75-79;12;7099;1.69;13;7452;1.69
2016;4;2016-04-01;Alle;75-79;20;7100;2.817;21;7452;2.817
2016;6;2016-06-01;Alle;75-79;17;7136;2.382;18;7452;2.382
2016;12;2016-12-01;Alle;75-79;12;7219;1.662;12;7452;1.662
2017;4;2017-04-01;Alle;75-79;28;7237;3.869;29;7452;3.869
2017;5;2017-05-01;Alle;75-79;15;7251;2.069;15;7452;2.069
2017;6;2017-06-01;Alle;75-79;20;7261;2.754;21;7452;2.754
2018;1;2018-01-01;Alle;75-79;23;7267;3.165;24;7452;3.165
2018;2;2018-02-01;Alle;75-79;11;7295;1.508;11;7452;1.508
2018;5;2018-05-01;Alle;75-79;11;7361;1.494;11;7452;1.494
2018;6;2018-06-01;Alle;75-79;14;7389;1.895;14;7452;1.895
2019;2;2019-02-01;Alle;75-79;23;7467;3.08;23;7452;3.08
2019;3;2019-03-01;Alle;75-79;23;7464;3.081;23;7452;3.081
2019;10;2019-10-01;Alle;75-79;17;7501;2.267;17;7452;2.267
2019;11;2019-11-01;Alle;75-79;21;7503;2.799;21;7452;2.799
2020;6;2020-06-01;Alle;75-79;10;7523;1.329;10;7452;1.329
2020;8;2020-08-01;Alle;75-79;18;7536;2.389;18;7452;2.389
2020;10;2020-10-01;Alle;75-79;13;7566;1.718;13;7452;1.718
2020;12;2020-12-01;Alle;75-79;27;7589;3.558;27;7452;3.558
2021;3;2021-03-01;Alle;75-79;14;7649;1.83;14;7452;1.83
2021;6;2021-06-01;Alle;75-79;16;7633;2.096;16;7452;2.096
2021;8;2021-08-01;Alle;75-79;21;7622;2.755;21;7452;2.755
2021;11;2021-11-01;Alle;75-79;21;7593;2.766;21;7452;2.766
2022;5;2022-05-01;Alle;75-79;18;7546;2.385;18;7452;2.385
2022;7;2022-07-01;Alle;75-79;17;7548;2.252;17;7452;2.252
2022;8;2022-08-01;Alle;75-79;15;7550;1.987;15;7452;1.987
2022;9;2022-09-01;Alle;75-79;15;7530;1.992;15;7452;1.992
2022;10;2022-10-01;Alle;75-79;20;7520;2.66;20;7452;2.66
2023;4;2023-04-01;Alle;75-79;12;7529;1.594;12;7452;1.594
2023;7;2023-07-01;Alle;75-79;16;7549;2.119;16;7452;2.119
2023;8;2023-08-01;Alle;75-79;22;7561;2.91;22;7452;2.91
2023;9;2023-09-01;Alle;75-79;26;7554;3.442;26;7452;3.442
2023;12;2023-12-01;Alle;75-79;20;7529;2.657;20;7452;2.657
2024;1;2024-01-01;Alle;75-79;23;7524;3.057;23;7452;3.057
2024;4;2024-04-01;Alle;75-79;12;7572;1.585;12;7452;1.585
2024;5;2024-05-01;Alle;75-79;18;7590;2.372;18;7452;2.372
2024;7;2024-07-01;Alle;75-79;21;7612;2.759;21;7452;2.759
2024;8;2024-08-01;Alle;75-79;23;7623;3.017;22;7452;3.017
2025;2;2025-02-01;Alle;75-79;19;7627;2.491;19;7452;2.491
2025;3;2025-03-01;Alle;75-79;20;7633;2.62;20;7452;2.62
2025;7;2025-07-01;Alle;75-79;23;7667;3.0;22;7452;3.0
2025;8;2025-08-01;Alle;75-79;15;7675;1.954;15;7452;1.954
2025;9;2025-09-01;Alle;75-79;13;7705;1.687;13;7452;1.687
2025;10;2025-10-01;Alle;75-79;17;7730;2.199;16;7452;2.199
2012;1;2012-01-01;Alle;80-84;35;6626;5.282;35;6626;5.282
2012;2;2012-02-01;Alle;80-84;27;6629;4.073;27;6626;4.073
2012;5;2012-05-01;Alle;80-84;27;6637;4.068;27;6626;4.068
2012;7;2012-07-01;Alle;80-84;29;6625;4.378;29;6626;4.378
2012;8;2012-08-01;Alle;80-84;26;6633;3.92;26;6626;3.92
2012;9;2012-09-01;Alle;80-84;26;6639;3.916;26;6626;3.916
2013;7;2013-07-01;Alle;80-84;29;6449;4.497;30;6626;4.497
2013;9;2013-09-01;Alle;80-84;22;6427;3.423;23;6626;3.423
2013;11;2013-11-01;Alle;80-84;39;6408;6.086;40;6626;6.086
2014;2;2014-02-01;Alle;80-84;25;6348;3.939;26;6626;3.939
2014;3;2014-03-01;Alle;80-84;29;6336;4.577;30;6626;4.577
2014;8;2014-08-01;Alle;80-84;29;6274;4.623;31;6626;4.623
2014;12;2014-12-01;Alle;80-84;32;6261;5.111;34;6626;5.111
2015;2;2015-02-01;Alle;80-84;37;6216;5.953;39;6626;5.953
2015;3;2015-03-01;Alle;80-84;37;6212;5.956;39;6626;5.956
2015;5;2015-05-01;Alle;80-84;28;6207;4.511;30;6626;4.511
2015;9;2015-09-01;Alle;80-84;23;6250;3.68;24;6626;3.68
2015;11;2015-11-01;Alle;80-84;28;6219;4.503;30;6626;4.503
2016;4;2016-04-01;Alle;80-84;29;6171;4.699;31;6626;4.699
2016;6;2016-06-01;Alle;80-84;24;6170;3.89;26;6626;3.89
2016;9;2016-09-01;Alle;80-84;21;6116;3.434;23;6626;3.434
2017;6;2017-06-01;Alle;80-84;22;6080;3.618;24;6626;3.618
2017;12;2017-12-01;Alle;80-84;26;6012;4.325;29;6626;4.325
2018;1;2018-01-01;Alle;80-84;29;6005;4.829;32;6626;4.829
2018;4;2018-04-01;Alle;80-84;25;5992;4.172;28;6626;4.172
2018;7;2018-07-01;Alle;80-84;25;6003;4.165;28;6626;4.165
2018;10;2018-10-01;Alle;80-84;28;5967;4.692;31;6626;4.692
2018;11;2018-11-01;Alle;80-84;20;5961;3.355;22;6626;3.355
2019;5;2019-05-01;Alle;80-84;32;5953;5.376;36;6626;5.376
2019;6;2019-06-01;Alle;80-84;29;5948;4.876;32;6626;4.876
2019;8;2019-08-01;Alle;80-84;21;5937;3.537;23;6626;3.537
2019;9;2019-09-01;Alle;80-84;22;5943;3.702;25;6626;3.702
2019;10;2019-10-01;Alle;80-84;22;5939;3.704;25;6626;3.704
2019;11;2019-11-01;Alle;80-84;30;5932;5.058;34;6626;5.058
2019;12;2019-12-01;Alle;80-84;25;5929;4.217;28;6626;4.217
2020;1;2020-01-01;Alle;80-84;23;5937;3.874;26;6626;3.874
2020;3;2020-03-01;Alle;80-84;30;5960;5.034;33;6626;5.034
2020;5;2020-05-01;Alle;80-84;20;5928;3.374;22;6626;3.374
2020;7;2020-07-01;Alle;80-84;20;5876;3.404;23;6626;3.404
2020;8;2020-08-01;Alle;80-84;28;5853;4.784;32;6626;4.784
2020;9;2020-09-01;Alle;80-84;17;5830;2.916;19;6626;2.916
2020;12;2020-12-01;Alle;80-84;38;5816;6.534;43;6626;6.534
2021;1;2021-01-01;Alle;80-84;38;5810;6.54;43;6626;6.54
2021;5;2021-05-01;Alle;80-84;19;5820;3.265;22;6626;3.265
2021;6;2021-06-01;Alle;80-84;14;5844;2.396;16;6626;2.396
2021;10;2021-10-01;Alle;80-84;23;5937;3.874;26;6626;3.874
2021;11;2021-11-01;Alle;80-84;21;5942;3.534;23;6626;3.534
2022;3;2022-03-01;Alle;80-84;28;5976;4.686;31;6626;4.686
2022;4;2022-04-01;Alle;80-84;32;5982;5.35;35;6626;5.35
2023;1;2023-01-01;Alle;80-84;22;6040;3.642;24;6626;3.642
2023;3;2023-03-01;Alle;80-84;27;6068;4.45;29;6626;4.45
2023;5;2023-05-01;Alle;80-84;17;6093;2.79;18;6626;2.79
2023;7;2023-07-01;Alle;80-84;25;6113;4.09;27;6626;4.09
2023;8;2023-08-01;Alle;80-84;28;6110;4.583;30;6626;4.583
2023;9;2023-09-01;Alle;80-84;32;6113;5.235;35;6626;5.235
2023;10;2023-10-01;Alle;80-84;28;6115;4.579;30;6626;4.579
2023;12;2023-12-01;Alle;80-84;23;6142;3.745;25;6626;3.745
2024;1;2024-01-01;Alle;80-84;31;6153;5.039;33;6626;5.039
2024;3;2024-03-01;Alle;80-84;28;6166;4.541;30;6626;4.541
2024;4;2024-04-01;Alle;80-84;25;6172;4.051;27;6626;4.051
2024;5;2024-05-01;Alle;80-84;26;6190;4.2;28;6626;4.2
2024;10;2024-10-01;Alle;80-84;33;6170;5.349;35;6626;5.349
2024;11;2024-11-01;Alle;80-84;24;6173;3.888;26;6626;3.888
2025;3;2025-03-01;Alle;80-84;27;6137;4.4;29;6626;4.4
2025;4;2025-04-01;Alle;80-84;22;6152;3.576;24;6626;3.576
2025;6;2025-06-01;Alle;80-84;24;6197;3.873;26;6626;3.873
2025;9;2025-09-01;Alle;80-84;21;6219;3.377;22;6626;3.377
2012;3;2012-03-01;Alle;85-89;31;4327;7.164;31;4338;7.164
2012;5;2012-05-01;Alle;85-89;41;4336;9.457;41;4338;9.457
2012;7;2012-07-01;Alle;85-89;26;4356;5.969;26;4338;5.969
2012;9;2012-09-01;Alle;85-89;27;4382;6.162;27;4338;6.162
2012;11;2012-11-01;Alle;85-89;38;4392;8.652;38;4338;8.652
2012;12;2012-12-01;Alle;85-89;46;4400;10.455;45;4338;10.455
2013;2;2013-02-01;Alle;85-89;43;4386;9.804;43;4338;9.804
2013;5;2013-05-01;Alle;85-89;37;4392;8.425;37;4338;8.425
2013;8;2013-08-01;Alle;85-89;29;4435;6.54;28;4338;6.54
2013;11;2013-11-01;Alle;85-89;32;4487;7.133;31;4338;7.133
2013;12;2013-12-01;Alle;85-89;42;4491;9.352;41;4338;9.352
2014;1;2014-01-01;Alle;85-89;33;4485;7.358;32;4338;7.358
2014;6;2014-06-01;Alle;85-89;36;4552;7.909;34;4338;7.909
2014;8;2014-08-01;Alle;85-89;40;4532;8.827;38;4338;8.827
2015;3;2015-03-01;Alle;85-89;50;4486;11.146;48;4338;11.146
2015;5;2015-05-01;Alle;85-89;32;4502;7.109;31;4338;7.109
2015;12;2015-12-01;Alle;85-89;33;4565;7.229;31;4338;7.229
2016;1;2016-01-01;Alle;85-89;36;4561;7.894;34;4338;7.894
